Gender,Age,Academic Pressure,CGPA,Study Satisfaction,Sleep Duration,Dietary Habits,Degree,Have you ever had suicidal thoughts ?,Work/Study Hours,Financial Stress,Family History of Mental Illness,Depression
Male,33,1,9.11,2,'5-6 hours',Moderate,B.Ed,No,6,1,Yes,0
Male,18,5,6.47,2,'7-8 hours',Unhealthy,'Class 12',No,5,5,Yes,1
Male,27,1,5.37,4,'Less than 5 hours',Moderate,'Class 12',Yes,11,3,No,0
Male,22,2,8.04,3,'7-8 hours',Healthy,BBA,No,9,1,No,0
Male,28,3,7.09,4,'5-6 hours',Moderate,B.Pharm,Yes,10,3,No,1
Male,21,1,8.04,3,'7-8 hours',Unhealthy,BE,Yes,3,2,Yes,1
Male,34,4,8.04,5,'7-8 hours',Healthy,MA,Yes,11,5,Yes,1
Female,31,1,8.08,1,'Less than 5 hours',Healthy,B.Ed,Yes,1,3,No,0
Male,21,4,7.91,2,'Less than 5 hours',Unhealthy,LLB,Yes,8,3,No,1
Female,24,2,9.13,1,'5-6 hours',Healthy,MSc,Yes,10,3,No,1
Male,27,3,9.41,2,'Less than 5 hours',Unhealthy,ME,No,4,5,No,1
Male,28,5,6.74,2,'More than 8 hours',Unhealthy,BE,Yes,10,4,No,1
Male,27,3,7.1,4,'7-8 hours',Moderate,LLB,No,6,4,No,0
Female,19,5,9.44,4,'7-8 hours',Unhealthy,'Class 12',Yes,11,4,No,1
Male,32,2,9.96,1,'Less than 5 hours',Healthy,MA,No,3,2,No,0
Female,21,5,8.91,1,'5-6 hours',Healthy,M.Ed,Yes,10,3,Yes,1
Male,34,2,8.54,4,'More than 8 hours',Unhealthy,B.Arch,No,10,4,No,0
Female,21,1,7.94,1,'More than 8 hours',Healthy,MSc,No,8,3,Yes,0
Male,23,4,8.04,2,'5-6 hours',Unhealthy,BHM,No,12,2,Yes,1
Male,20,4,8.63,2,'Less than 5 hours',Unhealthy,'Class 12',Yes,11,4,Yes,1
Female,27,5,9.86,2,'Less than 5 hours',Healthy,'Class 12',Yes,1,1,No,1
Male,22,2,6.99,2,'More than 8 hours',Healthy,BCA,Yes,6,2,No,0
Male,34,4,9.11,4,'More than 8 hours',Unhealthy,B.Pharm,Yes,10,4,No,1
Male,33,1,5.11,1,'Less than 5 hours',Moderate,M.Pharm,Yes,7,2,Yes,0
Female,20,3,6.03,3,'5-6 hours',Unhealthy,'Class 12',Yes,10,5,Yes,1
Female,20,3,8.59,5,'More than 8 hours',Moderate,'Class 12',Yes,12,3,No,1
Male,25,2,8.04,4,'7-8 hours',Moderate,B.Arch,No,0,3,No,0
Male,27,2,8.75,3,'Less than 5 hours',Unhealthy,MBBS,Yes,8,5,No,1
Female,34,1,5.9,5,'Less than 5 hours',Moderate,B.Ed,No,4,1,Yes,0
Male,30,3,9.54,1,'5-6 hours',Moderate,BCA,Yes,12,5,No,1
Female,20,1,8.21,4,'Less than 5 hours',Moderate,'Class 12',Yes,12,3,Yes,0
Female,22,5,9.63,1,'Less than 5 hours',Moderate,B.Com,Yes,8,5,No,1
Male,32,3,8.24,3,'7-8 hours',Moderate,LLB,Yes,10,2,No,1
Male,20,3,8.04,2,'Less than 5 hours',Moderate,'Class 12',Yes,11,5,No,1
Male,18,3,9.59,3,'Less than 5 hours',Moderate,'Class 12',Yes,6,4,Yes,1
Male,25,3,5.08,4,'Less than 5 hours',Unhealthy,B.Pharm,Yes,6,4,Yes,1
Female,22,4,8.04,3,'7-8 hours',Moderate,BA,Yes,9,4,Yes,1
Male,21,3,5.12,4,'More than 8 hours',Unhealthy,BCA,No,11,2,No,1
Male,33,5,9.93,5,'Less than 5 hours',Unhealthy,B.Ed,No,3,1,No,0
Male,23,3,9.98,4,'More than 8 hours',Moderate,B.Arch,Yes,10,3,No,1
Male,33,5,5.82,1,'Less than 5 hours',Unhealthy,MD,No,6,2,Yes,0
Female,26,2,8.04,2,'Less than 5 hours',Moderate,B.Arch,Yes,5,4,Yes,1
Female,28,3,6.0,4,'Less than 5 hours',Moderate,ME,No,1,3,Yes,0
Male,26,4,6.1,5,'Less than 5 hours',Moderate,B.Com,Yes,6,5,No,1
Male,29,3,6.75,5,'7-8 hours',Unhealthy,BBA,Yes,11,4,No,1
Male,23,5,7.85,1,'7-8 hours',Healthy,MBA,No,10,3,No,1
Female,30,2,5.81,3,'7-8 hours',Moderate,B.Com,Yes,0,2,Yes,0
Male,24,4,8.71,3,'7-8 hours',Unhealthy,BCA,Yes,5,1,Yes,1
Male,25,1,5.85,5,'Less than 5 hours',Healthy,MSc,No,12,3,No,0
Female,29,4,8.5,2,'5-6 hours',Moderate,BHM,Yes,12,3,Yes,1
Female,29,5,6.0,4,'7-8 hours',Moderate,B.Pharm,Yes,11,3,Yes,1
Male,24,2,9.74,1,'7-8 hours',Moderate,B.Arch,No,3,2,Yes,0
Female,19,2,8.35,3,'7-8 hours',Moderate,'Class 12',No,4,1,Yes,0
Female,27,3,7.46,3,'7-8 hours',Unhealthy,BE,Yes,12,5,Yes,1
Male,31,5,7.88,2,'5-6 hours',Moderate,M.Tech,No,11,2,Yes,1
Male,19,5,5.66,3,'5-6 hours',Moderate,'Class 12',Yes,2,4,Yes,1
Male,27,3,9.21,4,'5-6 hours',Healthy,BE,Yes,0,1,Yes,0
Female,28,3,9.89,4,'More than 8 hours',Healthy,MA,No,5,3,Yes,0
Female,18,2,5.99,4,'Less than 5 hours',Moderate,'Class 12',Yes,11,1,No,1
Female,25,5,5.57,1,'7-8 hours',Healthy,BHM,Yes,12,5,No,1
Female,23,4,8.78,4,'Less than 5 hours',Moderate,B.Tech,Yes,2,2,No,1
Male,27,5,9.74,3,'7-8 hours',Unhealthy,B.Com,Yes,5,4,No,1
Female,19,1,9.39,1,'More than 8 hours',Unhealthy,'Class 12',Yes,11,5,No,1
Male,18,3,5.12,5,'7-8 hours',Unhealthy,'Class 12',Yes,7,5,No,1
Female,34,3,5.86,4,'Less than 5 hours',Moderate,B.Arch,Yes,10,5,Yes,1
Male,31,5,7.32,3,'Less than 5 hours',Healthy,'Class 12',Yes,4,4,No,1
Female,20,1,9.96,3,'5-6 hours',Healthy,'Class 12',Yes,11,5,Yes,1
Male,33,4,7.88,4,'Less than 5 hours',Moderate,M.Ed,Yes,11,2,No,1
Female,20,3,8.81,4,'Less than 5 hours',Moderate,'Class 12',Yes,9,2,Yes,1
Female,21,3,9.87,1,'7-8 hours',Moderate,BA,Yes,12,4,Yes,1
Female,23,5,9.93,2,'More than 8 hours',Moderate,B.Ed,Yes,6,5,No,1
Female,29,3,9.67,2,'7-8 hours',Healthy,B.Ed,Yes,11,5,Yes,1
Male,33,2,6.23,3,'5-6 hours',Unhealthy,MA,Yes,8,5,No,1
Male,28,2,8.14,3,'7-8 hours',Healthy,B.Tech,No,0,1,No,0
Male,26,4,9.96,2,'5-6 hours',Unhealthy,BCA,Yes,7,2,No,1
Female,31,5,9.93,2,'More than 8 hours',Unhealthy,B.Com,Yes,11,5,No,1
Male,29,5,5.25,4,'7-8 hours',Moderate,M.Pharm,Yes,12,5,Yes,1
Female,28,5,8.04,5,'7-8 hours',Healthy,B.Tech,Yes,11,5,Yes,1
Male,25,4,7.38,2,'Less than 5 hours',Healthy,MA,No,12,5,Yes,0
Male,20,4,8.03,1,'7-8 hours',Healthy,'Class 12',Yes,1,2,No,1
Male,33,2,7.15,3,'More than 8 hours',Moderate,M.Tech,Yes,10,1,Yes,0
Male,24,4,7.27,1,'5-6 hours',Moderate,BCA,No,6,2,Yes,0
Male,33,3,5.32,5,'More than 8 hours',Unhealthy,BSc,Yes,8,4,Yes,1
Female,21,5,7.25,4,'7-8 hours',Unhealthy,BCA,No,12,5,No,1
Male,24,4,9.89,2,'Less than 5 hours',Unhealthy,BBA,No,8,3,No,0
Female,31,2,8.24,3,'7-8 hours',Unhealthy,M.Ed,No,12,5,No,0
Male,33,5,9.96,1,'Less than 5 hours',Moderate,B.Com,Yes,10,1,Yes,1
Female,29,5,8.74,4,'Less than 5 hours',Healthy,BE,No,6,2,No,1
Male,26,2,5.37,5,'7-8 hours',Moderate,B.Pharm,No,12,1,No,0
Female,26,5,5.68,2,'More than 8 hours',Healthy,BCA,Yes,11,5,No,1
Female,33,2,6.0,2,'Less than 5 hours',Healthy,B.Arch,Yes,5,4,No,0
Male,27,5,9.86,1,'Less than 5 hours',Unhealthy,M.Ed,Yes,10,5,Yes,1
Female,27,1,9.04,5,'7-8 hours',Unhealthy,M.Pharm,No,4,4,No,0
Female,26,4,8.17,1,'More than 8 hours',Unhealthy,B.Pharm,No,5,5,No,1
Male,18,1,7.88,4,'More than 8 hours',Moderate,'Class 12',No,7,1,Yes,0
Male,32,3,7.47,1,'5-6 hours',Unhealthy,MBA,Yes,8,2,No,1
Male,32,3,7.13,4,'Less than 5 hours',Healthy,BCA,No,0,1,Yes,0
Female,19,2,8.04,5,'More than 8 hours',Healthy,'Class 12',No,10,2,Yes,0
Male,18,3,6.51,2,'7-8 hours',Healthy,'Class 12',Yes,11,2,No,0
Male,27,1,5.12,1,'Less than 5 hours',Moderate,BSc,No,0,2,No,0
Female,18,5,9.24,1,'More than 8 hours',Unhealthy,'Class 12',Yes,6,5,Yes,1
Female,28,5,7.09,5,'7-8 hours',Moderate,MCA,No,7,4,Yes,1
Male,22,4,9.84,1,'More than 8 hours',Moderate,MSc,No,8,4,Yes,1
Male,26,2,8.85,4,'Less than 5 hours',Unhealthy,BCA,No,12,4,No,0
Male,20,3,6.29,3,'5-6 hours',Moderate,'Class 12',Yes,11,5,No,1
Male,30,4,7.1,2,'Less than 5 hours',Healthy,B.Tech,Yes,10,1,Yes,0
Male,28,1,5.57,1,'More than 8 hours',Unhealthy,B.Ed,Yes,5,2,Yes,0
Female,19,1,6.61,2,'Less than 5 hours',Unhealthy,'Class 12',No,7,1,Yes,0
Male,28,3,5.1,3,'Less than 5 hours',Moderate,B.Ed,No,4,4,No,0
Female,28,5,9.44,1,'More than 8 hours',Healthy,BHM,Yes,12,3,Yes,1
Female,23,5,8.04,1,'7-8 hours',Unhealthy,BCA,Yes,10,5,No,1
Female,21,3,9.11,4,'Less than 5 hours',Moderate,B.Arch,Yes,7,4,Yes,1
Female,20,3,8.29,4,'More than 8 hours',Healthy,'Class 12',No,9,4,Yes,1
Female,24,2,5.7,2,'5-6 hours',Unhealthy,'Class 12',No,12,1,No,0
Male,28,1,5.38,2,'7-8 hours',Unhealthy,MBA,Yes,5,2,Yes,0
Female,21,4,6.38,3,'7-8 hours',Healthy,'Class 12',No,7,4,No,1
Male,33,1,9.34,2,'More than 8 hours',Healthy,M.Tech,No,4,3,No,0
Female,22,4,8.04,1,'7-8 hours',Unhealthy,BBA,Yes,4,2,No,0
Female,34,3,8.08,4,'Less than 5 hours',Healthy,B.Tech,No,2,2,Yes,0
Female,18,4,7.1,1,'Less than 5 hours',Unhealthy,'Class 12',Yes,12,4,Yes,1
Male,23,4,8.11,1,'5-6 hours',Healthy,B.Tech,Yes,6,1,Yes,1
Female,24,2,8.75,3,'More than 8 hours',Moderate,MBBS,Yes,9,5,Yes,1
Male,24,4,9.7,1,'More than 8 hours',Unhealthy,M.Ed,Yes,10,4,Yes,1
Male,32,3,5.42,4,'More than 8 hours',Moderate,B.Tech,No,10,1,Yes,0
Male,28,5,8.59,2,'7-8 hours',Unhealthy,M.Tech,Yes,9,5,No,1
Male,32,1,5.27,3,'5-6 hours',Healthy,MBBS,No,11,4,Yes,0
Female,19,5,6.38,4,'Less than 5 hours',Moderate,'Class 12',No,6,3,No,0
Male,20,3,8.42,5,'5-6 hours',Unhealthy,'Class 12',No,1,1,No,0
Female,21,5,7.75,2,'7-8 hours',Unhealthy,B.Arch,Yes,10,5,Yes,1
Female,28,1,9.84,4,'More than 8 hours',Moderate,B.Com,Yes,12,1,No,0
Male,26,5,8.77,1,'7-8 hours',Healthy,B.Com,Yes,12,2,No,1
Male,30,2,8.04,3,'Less than 5 hours',Unhealthy,B.Ed,No,10,1,Yes,0
Male,27,5,5.72,5,'5-6 hours',Moderate,MHM,Yes,9,3,No,1
Male,30,1,9.24,2,'Less than 5 hours',Unhealthy,MBBS,Yes,6,5,No,1
Male,18,4,7.25,1,'5-6 hours',Moderate,'Class 12',Yes,6,5,Yes,1
Male,22,4,8.04,4,'Less than 5 hours',Unhealthy,B.Arch,Yes,11,4,No,1
Female,21,1,7.09,1,'5-6 hours',Moderate,B.Com,No,2,3,No,1
Male,29,5,9.96,3,'5-6 hours',Moderate,MD,Yes,10,2,Yes,1
Female,18,2,9.93,4,'More than 8 hours',Unhealthy,'Class 12',Yes,3,5,No,1
Female,23,3,9.84,3,'Less than 5 hours',Unhealthy,BCA,Yes,10,4,No,1
Female,21,1,6.02,1,'More than 8 hours',Healthy,MSc,Yes,5,1,Yes,0
Female,34,2,9.89,4,'Less than 5 hours',Unhealthy,Others,No,3,4,Yes,0
Male,34,3,7.64,4,'5-6 hours',Healthy,MD,No,5,4,No,0
Female,33,1,7.09,4,'Less than 5 hours',Unhealthy,BA,Yes,12,4,Yes,1
Male,26,5,6.29,1,'Less than 5 hours',Moderate,B.Tech,Yes,8,2,No,1
Female,23,2,5.79,5,'5-6 hours',Healthy,BBA,Yes,8,5,Yes,1
Male,24,3,7.47,4,'Less than 5 hours',Moderate,B.Tech,Yes,7,2,Yes,1
Female,34,3,9.29,4,'7-8 hours',Healthy,BE,Yes,12,3,Yes,0
Female,28,5,7.53,2,'More than 8 hours',Unhealthy,BCA,Yes,10,3,Yes,1
Male,26,3,6.1,3,'More than 8 hours',Moderate,M.Tech,No,4,2,Yes,0
Male,29,2,8.95,1,'Less than 5 hours',Unhealthy,M.Tech,Yes,11,4,No,1
Female,31,1,7.09,3,'5-6 hours',Healthy,B.Tech,Yes,7,1,No,0
Female,20,3,9.96,4,'Less than 5 hours',Moderate,'Class 12',No,1,5,No,0
Male,33,4,8.04,3,'Less than 5 hours',Healthy,M.Ed,No,0,1,No,0
Female,27,3,7.48,3,'5-6 hours',Moderate,LLB,Yes,1,4,Yes,1
Female,24,4,8.97,4,'5-6 hours',Unhealthy,BCA,Yes,6,3,No,1
Female,21,4,8.95,5,'5-6 hours',Unhealthy,BA,No,7,5,No,1
Male,34,4,5.8,1,'Less than 5 hours',Moderate,'Class 12',Yes,2,2,No,1
Male,29,2,5.1,3,'Less than 5 hours',Moderate,M.Pharm,No,1,2,No,0
Male,31,4,6.75,2,'Less than 5 hours',Unhealthy,ME,Yes,9,2,No,1
Female,29,5,5.37,2,'7-8 hours',Healthy,MD,Yes,12,4,No,1
Male,34,4,7.85,4,'5-6 hours',Unhealthy,M.Pharm,Yes,1,2,No,0
Male,25,2,6.38,5,'Less than 5 hours',Healthy,B.Ed,Yes,10,4,No,0
Male,23,4,9.92,4,'7-8 hours',Unhealthy,LLM,Yes,2,4,Yes,1
Female,27,3,5.6,2,'Less than 5 hours',Unhealthy,ME,Yes,0,5,Yes,1
Male,24,4,8.58,2,'More than 8 hours',Unhealthy,'Class 12',Yes,6,4,No,1
Female,19,3,5.56,1,'7-8 hours',Unhealthy,'Class 12',Yes,1,4,No,1
Male,30,3,9.42,1,'7-8 hours',Unhealthy,M.Com,Yes,10,1,Yes,1
Female,26,4,5.64,4,'5-6 hours',Healthy,BBA,No,10,3,Yes,0
Male,33,4,8.93,4,'5-6 hours',Healthy,B.Ed,Yes,8,5,No,1
Male,25,4,6.37,1,'Less than 5 hours',Unhealthy,MSc,Yes,11,1,Yes,1
Female,27,5,6.38,1,'7-8 hours',Unhealthy,B.Pharm,Yes,8,3,No,1
Female,21,5,5.64,5,'More than 8 hours',Unhealthy,'Class 12',Yes,11,3,Yes,1
Male,32,4,7.88,1,'7-8 hours',Healthy,M.Tech,Yes,10,1,Yes,1
Male,19,4,8.91,5,'More than 8 hours',Healthy,'Class 12',No,3,1,Yes,0
Male,21,1,8.42,5,'7-8 hours',Healthy,B.Tech,No,2,5,No,0
Male,33,2,7.64,2,'7-8 hours',Healthy,M.Pharm,Yes,6,2,No,0
Male,30,4,9.79,2,'5-6 hours',Unhealthy,BBA,No,8,5,Yes,1
Female,31,3,9.89,3,'Less than 5 hours',Unhealthy,MA,Yes,10,2,No,1
Male,33,1,9.44,5,'More than 8 hours',Healthy,MCA,Yes,0,4,Yes,0
Female,29,5,5.79,5,'5-6 hours',Moderate,B.Tech,No,11,5,Yes,1
Female,24,1,8.97,4,'5-6 hours',Moderate,B.Ed,No,11,1,Yes,0
Male,21,2,5.88,1,'5-6 hours',Unhealthy,B.Tech,No,5,5,Yes,1
Female,27,3,8.23,3,'Less than 5 hours',Moderate,MCA,No,12,4,Yes,0
Female,25,4,8.98,2,'5-6 hours',Unhealthy,PhD,Yes,10,3,No,1
Female,18,4,9.72,1,'Less than 5 hours',Moderate,'Class 12',Yes,1,3,Yes,1
Male,23,3,7.22,3,'More than 8 hours',Moderate,B.Arch,Yes,6,3,No,1
Female,23,1,9.56,1,'7-8 hours',Healthy,M.Tech,Yes,9,5,No,1
Male,29,5,7.61,5,'7-8 hours',Healthy,LLB,No,2,1,No,0
Male,20,3,7.61,2,'Less than 5 hours',Moderate,'Class 12',Yes,4,5,Yes,1
Male,33,5,7.88,1,'More than 8 hours',Unhealthy,B.Tech,Yes,8,4,Yes,1
Male,18,1,5.64,3,'7-8 hours',Healthy,'Class 12',Yes,2,3,No,1
Female,22,5,5.55,5,'More than 8 hours',Unhealthy,B.Com,Yes,9,4,Yes,1
Male,34,5,8.58,1,'7-8 hours',Unhealthy,M.Tech,Yes,12,3,No,1
Female,18,5,6.83,4,'7-8 hours',Healthy,'Class 12',Yes,11,2,No,1
Male,31,2,8.9,2,'5-6 hours',Unhealthy,MCA,No,0,4,No,0
Male,27,2,8.43,5,'7-8 hours',Healthy,BSc,Yes,6,3,No,0
Female,24,4,7.13,3,'More than 8 hours',Moderate,B.Arch,Yes,6,5,Yes,1
Male,34,1,9.67,1,'7-8 hours',Unhealthy,MBA,No,10,1,Yes,0
Female,24,5,7.03,5,'More than 8 hours',Moderate,B.Arch,No,10,1,No,0
Female,20,3,5.55,2,'7-8 hours',Unhealthy,'Class 12',No,12,2,Yes,1
Male,18,4,6.1,1,'More than 8 hours',Unhealthy,'Class 12',Yes,10,3,Yes,1
Male,25,5,7.37,1,'5-6 hours',Healthy,M.Pharm,Yes,12,2,Yes,1
Male,21,3,6.41,4,'7-8 hours',Unhealthy,B.Com,No,8,2,No,0
Male,34,5,9.24,1,'Less than 5 hours',Moderate,B.Ed,Yes,7,3,No,1
Female,34,3,5.82,1,'More than 8 hours',Unhealthy,B.Ed,Yes,3,5,No,1
Male,29,1,9.93,3,'7-8 hours',Moderate,MSc,No,7,4,No,0
Female,34,3,5.97,5,'5-6 hours',Moderate,B.Arch,No,4,4,No,0
Female,21,3,5.58,2,'7-8 hours',Moderate,B.Arch,No,6,2,Yes,0
Female,31,5,6.83,3,'5-6 hours',Moderate,LLM,Yes,11,4,No,1
Male,25,5,8.74,4,'More than 8 hours',Unhealthy,BCA,Yes,6,3,No,1
Male,24,3,6.61,1,'7-8 hours',Unhealthy,M.Tech,Yes,7,2,No,1
Female,34,5,9.5,5,'Less than 5 hours',Unhealthy,BHM,Yes,8,1,Yes,1
Female,26,5,7.32,5,'Less than 5 hours',Healthy,B.Ed,Yes,8,2,Yes,1
Male,31,5,9.88,3,'More than 8 hours',Healthy,MBA,Yes,12,3,No,0
Male,34,4,6.04,3,'More than 8 hours',Unhealthy,M.Tech,Yes,6,5,Yes,1
Male,28,2,8.17,4,'5-6 hours',Unhealthy,MCA,No,6,1,No,0
Female,25,1,8.21,3,'More than 8 hours',Moderate,B.Arch,Yes,11,2,No,0
Female,24,4,7.9,3,'5-6 hours',Unhealthy,MBBS,No,3,4,No,1
Male,26,5,9.39,1,'More than 8 hours',Moderate,B.Pharm,Yes,9,5,Yes,1
Male,29,5,5.44,2,'Less than 5 hours',Moderate,'Class 12',Yes,9,5,Yes,1
Female,27,5,9.21,2,'7-8 hours',Healthy,MA,Yes,11,4,No,1
Female,21,3,7.25,2,'5-6 hours',Unhealthy,LLB,Yes,12,5,Yes,1
Female,24,2,9.66,5,'7-8 hours',Moderate,BHM,Yes,3,3,No,0
Male,29,4,6.21,3,'5-6 hours',Unhealthy,M.Pharm,Yes,10,5,Yes,1
Female,24,1,8.96,2,'5-6 hours',Unhealthy,B.Tech,Yes,11,5,Yes,1
Male,18,5,7.94,5,'Less than 5 hours',Unhealthy,'Class 12',Yes,12,4,No,1
Male,32,1,7.22,2,'7-8 hours',Healthy,B.Tech,Yes,8,2,No,0
Female,18,3,5.16,2,'More than 8 hours',Healthy,'Class 12',Yes,10,3,Yes,1
Male,24,5,7.48,2,'More than 8 hours',Moderate,'Class 12',No,5,4,No,1
Female,28,3,8.39,1,'More than 8 hours',Healthy,MBA,No,6,5,No,0
Male,24,3,5.75,2,'7-8 hours',Moderate,B.Ed,Yes,6,2,Yes,0
Female,29,3,5.91,1,'Less than 5 hours',Moderate,B.Ed,Yes,11,5,No,1
Male,33,5,5.51,3,'More than 8 hours',Moderate,BBA,Yes,0,5,Yes,1
Male,21,2,5.27,5,'5-6 hours',Healthy,'Class 12',Yes,9,4,No,0
Female,28,5,9.69,2,'5-6 hours',Moderate,B.Pharm,Yes,10,2,No,1
Female,29,2,5.74,3,'Less than 5 hours',Healthy,B.Pharm,No,4,1,No,0
Female,28,3,8.04,4,'Less than 5 hours',Moderate,BHM,Yes,12,4,Yes,1
Male,19,2,5.51,5,'More than 8 hours',Moderate,'Class 12',Yes,11,4,Yes,1
Male,25,4,9.24,2,'7-8 hours',Unhealthy,BCA,Yes,8,5,Yes,1
Male,33,1,8.7,2,'5-6 hours',Unhealthy,PhD,No,10,5,No,0
Male,18,5,5.79,3,'7-8 hours',Unhealthy,'Class 12',Yes,8,3,Yes,1
Male,23,1,7.02,4,'More than 8 hours',Healthy,BA,No,7,1,No,0
Male,31,3,7.38,3,'5-6 hours',Healthy,M.Com,No,10,3,No,0
Female,26,2,9.96,2,'7-8 hours',Unhealthy,B.Com,Yes,11,4,No,1
Male,30,5,5.74,5,'7-8 hours',Moderate,LLB,Yes,0,4,Yes,1
Male,21,5,6.16,1,'Less than 5 hours',Unhealthy,MSc,No,12,5,Yes,1
Male,21,1,9.44,4,'Less than 5 hours',Healthy,MCA,No,0,4,No,0
Male,18,3,6.17,5,'Less than 5 hours',Unhealthy,'Class 12',No,5,1,No,0
Male,31,3,9.71,2,'7-8 hours',Healthy,B.Ed,Yes,10,1,No,0
Male,23,1,8.04,5,'More than 8 hours',Healthy,MA,No,8,4,No,1
Male,28,5,9.21,4,'Less than 5 hours',Unhealthy,MSc,No,10,2,Yes,1
Female,25,2,9.79,4,'More than 8 hours',Healthy,LLB,No,10,3,Yes,0
Female,25,1,7.53,2,'More than 8 hours',Moderate,BHM,No,6,2,No,0
Male,19,5,9.39,1,'7-8 hours',Unhealthy,'Class 12',Yes,6,5,No,1
Female,33,3,5.48,3,'7-8 hours',Moderate,BE,Yes,0,2,No,0
Female,18,2,7.79,4,'7-8 hours',Unhealthy,'Class 12',No,6,1,Yes,0
Male,28,5,9.05,2,'More than 8 hours',Healthy,B.Tech,Yes,7,4,No,1
Male,26,3,7.21,5,'More than 8 hours',Moderate,B.Ed,Yes,6,3,Yes,0
Female,29,5,9.69,3,'More than 8 hours',Unhealthy,LLB,No,8,2,No,0
Male,25,3,6.25,2,'More than 8 hours',Moderate,'Class 12',No,3,5,No,0
Female,25,4,9.94,4,'5-6 hours',Healthy,B.Ed,Yes,0,5,No,1
Female,31,5,9.72,3,'7-8 hours',Healthy,B.Arch,Yes,12,2,No,0
Male,26,3,7.09,4,'Less than 5 hours',Moderate,MBBS,Yes,10,5,Yes,1
Female,33,4,7.72,4,'7-8 hours',Unhealthy,MHM,No,11,4,Yes,1
Male,27,5,6.17,1,'7-8 hours',Moderate,B.Pharm,No,10,2,No,1
Female,21,2,7.21,3,'7-8 hours',Healthy,M.Tech,Yes,9,4,No,1
Male,21,1,6.5,5,'More than 8 hours',Moderate,MCA,No,10,1,Yes,0
Female,19,4,8.58,5,'Less than 5 hours',Moderate,'Class 12',Yes,7,4,Yes,1
Female,24,2,7.48,1,'Less than 5 hours',Moderate,BA,No,12,5,Yes,0
Female,21,4,5.08,2,'7-8 hours',Healthy,B.Arch,Yes,12,5,No,1
Male,27,5,10.0,4,'5-6 hours',Healthy,B.Arch,Yes,4,5,Yes,1
Male,27,4,7.48,2,'7-8 hours',Unhealthy,BA,No,10,3,Yes,1
Male,18,4,8.74,3,'Less than 5 hours',Healthy,'Class 12',Yes,4,2,Yes,0
Male,31,5,7.14,4,'7-8 hours',Unhealthy,LLM,No,0,4,Yes,0
Female,28,4,8.93,1,'5-6 hours',Unhealthy,MSc,Yes,10,5,No,1
Female,27,5,9.6,2,'5-6 hours',Unhealthy,M.Pharm,Yes,12,2,No,1
Male,33,3,9.6,4,'7-8 hours',Unhealthy,M.Pharm,Yes,5,5,No,0
Male,20,5,6.0,4,'5-6 hours',Unhealthy,'Class 12',Yes,9,3,No,1
Female,28,5,7.92,1,'Less than 5 hours',Moderate,MBBS,No,2,5,Yes,1
Male,26,4,5.99,5,'More than 8 hours',Unhealthy,BCA,No,5,1,Yes,0
Female,33,3,7.09,2,'Less than 5 hours',Unhealthy,LLB,Yes,9,3,No,1
Female,18,4,5.99,2,'5-6 hours',Moderate,'Class 12',Yes,1,3,Yes,1
Female,18,5,7.25,5,'More than 8 hours',Moderate,'Class 12',Yes,8,2,No,1
Male,29,2,9.97,2,'Less than 5 hours',Moderate,PhD,No,7,4,No,1
Male,25,4,7.13,2,'7-8 hours',Moderate,M.Tech,No,12,2,No,0
Male,27,5,8.61,3,'7-8 hours',Unhealthy,BSc,No,1,4,No,1
Female,24,5,7.61,3,'Less than 5 hours',Moderate,BBA,Yes,8,5,No,1
Male,29,5,8.64,3,'5-6 hours',Healthy,MBBS,Yes,4,1,Yes,0
Male,21,1,7.53,5,'More than 8 hours',Moderate,B.Com,No,12,5,No,0
Female,20,5,6.99,2,'More than 8 hours',Moderate,'Class 12',Yes,9,3,Yes,1
Female,24,5,5.74,2,'Less than 5 hours',Healthy,B.Arch,Yes,10,4,No,1
Male,29,4,7.13,5,'Less than 5 hours',Moderate,LLM,Yes,5,2,No,1
Male,27,4,5.11,2,'5-6 hours',Healthy,B.Tech,Yes,9,4,Yes,1
Female,24,5,7.47,2,'7-8 hours',Unhealthy,MBA,No,10,3,No,1
Female,24,2,8.73,5,'7-8 hours',Unhealthy,B.Arch,Yes,10,5,No,1
Male,29,4,8.59,4,'More than 8 hours',Moderate,B.Pharm,Yes,7,4,Yes,1
Male,33,1,8.79,3,'More than 8 hours',Healthy,LLB,Yes,10,5,No,1
Male,18,3,5.42,3,'Less than 5 hours',Healthy,'Class 12',No,7,3,Yes,1
Male,29,5,9.54,2,'Less than 5 hours',Unhealthy,B.Arch,No,11,1,No,1
Male,26,4,8.0,3,'5-6 hours',Unhealthy,LLB,Yes,10,3,Yes,1
Female,23,1,8.79,1,'7-8 hours',Healthy,M.Tech,No,5,4,Yes,0
Female,25,3,5.76,5,'Less than 5 hours',Moderate,B.Arch,No,9,3,No,0
Male,25,3,6.37,2,'7-8 hours',Moderate,MSc,Yes,6,5,Yes,1
Male,33,3,7.85,4,'More than 8 hours',Healthy,M.Com,No,4,5,Yes,1
Female,24,3,6.99,4,'5-6 hours',Moderate,B.Arch,No,5,1,No,0
Female,33,5,5.58,4,'5-6 hours',Unhealthy,BCA,No,10,2,No,0
Male,29,2,5.51,5,'Less than 5 hours',Healthy,M.Tech,No,6,2,Yes,0
Male,27,4,8.92,2,'More than 8 hours',Healthy,BSc,Yes,5,5,No,1
